VNS-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.19;15;10;0.581
VNS-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.20;15;10;0.57
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.1;11;14;0.229
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.2;15;10;0.27
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.3;14;11;0.236
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.4;12;13;0.23
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.5;12;13;0.236
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.6;15;10;0.256
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.7;13;12;0.226
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.8;14;11;0.26
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.9;13;12;0.218
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.10;15;10;0.252
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.11;16;9;0.235
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.12;10;15;0.21
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.13;14;11;0.22
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.14;12;13;0.218
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.15;15;10;0.221
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.16;12;13;0.214
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.17;14;11;0.232
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.18;15;10;0.238
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.19;13;12;0.283
Hibrido-Dijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.20;15;10;0.236
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.1;12;13;0.691
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.2;16;9;0.961
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.3;13;12;0.65
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.4;12;13;0.495
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.5;12;13;0.654
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.6;15;10;0.83
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.7;14;11;0.635
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.8;14;11;0.739
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.9;14;11;0.716
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.10;15;10;0.868
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.11;16;9;0.864
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.12;10;15;0.549
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.13;15;10;0.775
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.14;13;12;0.594
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.15;15;10;0.775
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.16;12;13;0.492
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.17;14;11;0.988
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.18;16;9;0.695
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.19;15;10;0.637
Hibrido-RandomizedDijkstrainstancias/AS-BA.R-Wax.v100e217.rpairs.25.20;15;10;0.843
